ID EVENT uniek	E_aantal keer vermeld	Titel	DATUM KRANT	Onderwerp	Thema's_categorie	city	country	continent	spreker_samengevoegd	organisator1_gestandaardiseerd	Locatie	Locatie_gestandaardiseerd	STAD STANDAARD_GEGROEPEERD	period
EID1144	1.0	Le Soir	1904-01-21 00:00:00	"""conférence publique avec projections lumineuses"" """"l'Italie du Nord"""""	travel		Italië	Europa	DescampsEugène	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID1172	1.0	Le Soir	1904-01-28 00:00:00	"""conférence publique avec projections lumineuses"" """"Voyage aux villes disparues de l'asie mineure"""""	travel			Azië	CapartGustave	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID1303	1.0	Le Peuple	1904-03-03 00:00:00	"""La Suisse. Projections"""	travel		Zwitserland	Europa	De KelperD. 	Université populaire de Schaerbeek	Local	Université populaire	Brussel	1902-1904
EID1314	1.0	Le Soir	1904-03-03 00:00:00	"""conférence publqiue avec projections lumineuses"" """"La Suisse"""""	travel		Zwitserland	Europa	De KelperD. 	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID145	1.0	Le Soir	1902-05-12 00:00:00	"""""Autour du Mont-Blanc."" Projections lumineuses"""	travel			Europa	HanssensMaurice Benoit Gustave Edmond	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID1541	1.0	Le Soir	1904-06-06 00:00:00	"""conférence avec projections lumineuses"" """"La langue chinoise"""""	travel		China	Azië	Hertzel	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID1806	1.0	Le Soir	1904-12-21 00:00:00	"""Impression d'un voyage Angleterre"""	travel		Engeland	Europa	EnschJean Eugène Norbert	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID189	1.0	Le Soir	1902-07-12 00:00:00	"""conférence avec projections lumineuses"" """"Syndicale professionnels aux Etats-Unis et en Australie"""""	maatschappelijk		Verenigde Staten, Australië	Amerika, Oceanië	Wergifosse 	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID192	1.0	Le Soir	1902-07-25 00:00:00	"""conférence avec projections lumineuses"" """"Vers le Pôle du Froid"""""	travel			Antartica	DonyOctave	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID2091	1.0	Le Peuple	1914-02-10 00:00:00	Vers la Suisse et l'Italie par le nouveau tunnel de Loetschberg	travel		Italië, Zwitserland	Europa	NoëlVictor	Université populaire de Schaerbeek		Université populaire	Brussel	1914-1918
EID210	1.0	Le Soir	1902-10-06 00:00:00	"""conférence avec projections lumineuses"" """"Le Pôle Sud et l'Expédition de Gerlache"""	travel			Antartica	Van WayenberghConstant	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID2521	1.0	Le Peuple	1914-04-28 00:00:00	Six semaines à Londres	travel	Londen	Engeland	Europa	Demoulin J.-B.	Université populaire de Schaerbeek	Université populaire	Université populaire	Brussel	1914-1918
EID3375	1.0	Le Soir	1922-01-06 00:00:00	"""cours public relatif au Congo belge. Sujet: ""Nos derniers efforts vers le Bahr-el-Ghazal"" (projections lumineuses)"""	maatschappelijk		Congo	Afrika	LemaireCharles François Alexandre	Université populaire de Schaerbeek		Université de Bruxelles	Brussel	1922-1924
EID3376	2.0	Le Soir	1922-01-06 00:00:00	"""Géographie. Sujet: ""L'Empire du Soleil-Levant"" (projections lumineuses)"""	wetenschap			Azië	PergameniCharles	Université populaire de Schaerbeek		Université de Bruxelles	Brussel	1922-1924
EID3699	2.0	Le Soir	1922-03-02 00:00:00	"""cours public relatif au Congo belge"" """"Nos derniers efforts vers le Bahr-el-Ghazal"" (projections lumineuses)"" "	maatschappelijk		Congo	Afrika	LemaireCharles François Alexandre	Université populaire de Schaerbeek		Université de Bruxelles	Brussel	1922-1924
EID3706	2.0	Le Soir	1922-03-02 00:00:00	"""En Tchecoslovaquie (projections lumineuses)"""	travel		Tsjecho-Slowakije	Europa	PergameniCharles	Université populaire de Schaerbeek		Université de Bruxelles	Brussel	1922-1924
EID402	1.0	Le Peuple	1903-01-26 00:00:00	"""Un demi siècle de grande industrie en Belgique. Projections lumineuses"""	maatschappelijk		België	Europa	WaxweilerÉmile Pierre Clement	Université populaire de Schaerbeek	Local: Ecole communale	Ecole communale	Brussel	1902-1904
EID508	1.0	Le Peuple	1903-03-02 00:00:00	"""conférence publique"" ""L'Italie. Projections lumineuses"""	travel		Italië	Europa	Mezely-PerkinsA.-M.	Université populaire de Schaerbeek	Local: Ecole communale	Ecole communale	Brussel	1902-1904
EID5086	3.0	Le Peuple	1923-02-19 00:00:00	Nos nouvelles provences du Congo, le Ruanda et l'Urundi	travel		Rwanda, Urundi	Afrika	RodigasEdgar Joseph Eugène Alvarez Émile	Université populaire de Schaerbeek	salle du Musée de l'hôtel communal	Hôtel Communal	Brussel	1922-1924
EID5932	2.0	Le Peuple	1923-11-02 00:00:00	Venise reine de l'Adriatique	travel	Venetië	Italië	Europa	PeetersAlbert	Université populaire de Schaerbeek	hôtel communal, salle du musée	Hôtel Communal	Brussel	1922-1924
EID61	1.0	Le Soir	1902-02-10 00:00:00	"""""L'Egypte"" Conférence avec projections lumineuses"""	travel		Egypte	Afrika	CapartJean François Désiré	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID623	1.0	Le Peuple	1903-03-30 00:00:00	"""La vie du nègre au Congo. Projections lumineuses"""	maatschappelijk		Congo	Afrika	Van Eyken	Université populaire de Schaerbeek	Local: Ecole communale	Ecole communale	Brussel	1902-1904
EID633	1.0	Le Soir	1903-03-30 00:00:00	"""La vie du Nègre au Congo"""	maatschappelijk		Congo	Afrika	Van Eyken	Université populaire de Schaerbeek	Ecole communale	Ecole communale	Brussel	1902-1904
EID654	2.0	Le Peuple	1903-04-06 00:00:00	"""L'Italie. Projections lumineuses"""	travel		Italië	Europa	Mezely-PerkinsA.-M.	Université populaire de Schaerbeek	Local: Ecole communale	Ecole communale	Brussel	1902-1904
EID6706	1.0	Le Peuple	1924-02-26 00:00:00	Florence, patrie des Dante, Cellini et Michel Ange	travel	Florence	Italië	Europa	PeetersAlbert	Université populaire de Schaerbeek	salle de musée de l'hôtel communal	Hôtel Communal	Brussel	1922-1924
EID6865	1.0	Le Peuple	1924-03-23 00:00:00	L'art populaie en Tchécoslovaquie	kunst		Tsjecho-Slowakije	Europa	FichefetJules	Université populaire de Schaerbeek	salle de musée de l'hôtel communal	Hôtel Communal	Brussel	1922-1924
EID7446	1.0	Le Peuple	1924-11-17 00:00:00	De Turin à Gènes par la Lombardie	travel	Turijn, Genua, Lombardije	Italië	Europa	PeetersAlbert	Université populaire de Schaerbeek	hôtel communal	Hôtel Communal	Brussel	1922-1924
EID758	2.0	Le Peuple	1903-06-04 00:00:00	"""En Gascogne. Projections lumineuses"""	travel	Gascogne	Frankrijk	Europa	OlinMax	Université populaire de Schaerbeek	Local	Université populaire	Brussel	1902-1904
EID7616	1.0	Le Peuple	1924-12-08 00:00:00	A la conquête de l'Antarctique	travel			Antartica	PergameniCharles	Université populaire de Schaerbeek	hôtel communal, salle du musée	Hôtel Communal	Brussel	1922-1924
EID798	2.0	Le Peuple	1903-06-25 00:00:00	"""Belgrade, Sofia et Constantinople. Projections lumineuses"""	travel	Belgrado, Sofia, Constantinopel	Servië, Bulgarije, Turkije	Europa	de LevalCharles Gaston	Université populaire de Schaerbeek	Local	Université populaire	Brussel	1902-1904
EID809	1.0	Le Peuple	1903-07-09 00:00:00	"""Belgrade, Sofia et Constantinople. Projections lumineuses"""	travel	Belgrado, Sofia, Constantinopel	Servië, Bulgarije, Turkije	Europa	de LevalCharles Gaston	Université populaire de Schaerbeek	Local	Université populaire	Brussel	1902-1904
EID878	2.0	Le Soir 	1903-10-19 00:00:00	"""conférence avec projections lumineuses"" """"Zigzags en Hollande"""""	travel		Nederland	Europa	MahyAug.	Université populaire de Schaerbeek		Université populaire	Brussel	1902-1904
EID5495	1.0	Journal De Bruxelles	1923-04-26 00:00:00	La presqu'île de Malacca (Indo-Chine)	travel	Malakka	Maleisië	Azië	Michel	Université populaire de Wasmes	Cercle Saint-Joseph		Rest	1922-1924
EID1096	2.0	Le Soir	1904-01-10 00:00:00	"""conférence avec projections lumineuses"" """"Le Valais et la Savoie"""""	travel	Valais, la Savoire	Zwitserland, Frankrijk	Europa	Millet (Journaux)Louise Stéphanie	Université populaire d'Etterbeek	local	Pavillon belge	Brussel	1902-1904
EID1120	1.0	Le Peuple	1904-01-17 00:00:00	"""conférence avec projections lumineuses"" ""L'Italie du Nord"""	travel		Italië	Europa	DescampsEugène	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID1228	1.0	Le Peuple	1904-02-14 00:00:00	"""conférence avec projections lumineuses. Sujet: La Perse"""	travel		Persië	Azië		Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID1505	1.0	Le Peuple	1904-05-08 00:00:00	"""conférence avec projections lumineuses"" ""L'Espagne"""	travel		Spanje	Europa	DemeuseEmiel	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID1623	1.0	Le Peuple	1904-10-23 00:00:00	"""conférence avec projections lumineuses"" ""Sujet: Etterbeek"""	travel	Etterbeek	België	Europa	HaumanCharles	Université populaire d'Etterbeek		Pavillon belge	Brussel	1902-1904
EID1692	1.0	Le Soir	1904-11-20 00:00:00	"""Les environs de Londres"""	travel	Londen	Engeland	Europa	KeslerJohan C.	Université populaire d'Etterbeek		Pavillon belge	Brussel	1902-1904
EID187	2.0	Le Peuple	1902-07-05 00:00:00	"""""L'expédition antarctique belge"" (de Gerlache). Projections lumineuses"""	travel			Antartica	Van WayenberghConstant	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID190	2.0	Le Soir	1902-07-13 00:00:00	"""conférence"" ""avec projections lumineuses"" """"Voyage en Suisse"""""	travel		Zwitserland	Europa	De KelperD. 	Université populaire d'Etterbeek		Pavillon belge	Brussel	1902-1904
EID1982	1.0	Le Peuple	1914-01-24 00:00:00	La Bulgarie pendant la guerre	maatschappelijk		Bulgarije	Europa	LaurentO. 	Université populaire d'Etterbeek	Université populaire	Pavillon belge	Brussel	1914-1918
EID208	2.0	Le Peuple	1902-09-26 00:00:00	"""Le Monténégro et l'Herzégovine, causerie avec projections lumineuses"""	travel		Montenegro, Bosnië-Herzegovina	Europa	RichardErnest	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID213	1.0	Le Peuple	1902-10-10 00:00:00	"""Voyage en Grèce par un Naufragé du Niger, avec projections lumineuses"""	travel		Griekenland	Afrika	CohenGustave	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID2138	1.0	Le Peuple	1914-02-15 00:00:00	L'art chez nos Congolais	kunst		Congo	Afrika	TitzLouis	Université populaire d'Etterbeek	Université populaire	Pavillon belge	Brussel	1914-1918
EID2197	1.0	Le Peuple	1914-02-22 00:00:00	Le sujet de genre dans l'Art flamand	kunst		België	Europa	DumontMarcel 	Université populaire d'Etterbeek	Université populaire	Pavillon belge	Brussel	1914-1918
EID228	2.0	Le Peuple	1902-10-25 00:00:00	"""causerie"" ""Sujet: La Montagne et l'Alpinisme. Projections lumineuses"""	travel			Europa	La FontaineHenri	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID2292	1.0	Le Peuple	1914-03-15 00:00:00	La Province de Québec	travel	Québec	Canada	Amerika	CornezPaul 	Université populaire d'Etterbeek	Université populaire	Pavillon belge	Brussel	1914-1918
EID241	1.0	Le Soir	1902-11-08 00:00:00	"""conférence avec projections lumineuses"" ""Sujet: ""L'italie"""""	travel		Italië	Europa	ErreraLéo Abram	Université populaire d'Etterbeek		Pavillon belge	Brussel	1902-1904
EID255	1.0	Le Soir	1902-11-16 00:00:00	"""conférence avec projections lumineuses"" """"L'Italie"""""	travel		Italië	Europa	Mezely-PerkinsA.-M.	Université populaire d'Etterbeek		Pavillon belge	Brussel	1902-1904
EID265	2.0	Le Soir	1902-11-22 00:00:00	"""conférence avec projections lumineuses"" """"Impressions d'Amérique"""""	travel		Verenigde Staten	Amerika	De LeenerGeorges Gustave	Université populaire d'Etterbeek		Pavillon belge	Brussel	1902-1904
EID273	1.0	Le Peuple	1902-11-29 00:00:00	"""Sujet: La Suède"""	travel		Zweden	Europa	LefébureCharles François Louis	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID331	1.0	Le Peuple	1902-12-21 00:00:00	"""Sujet: L'Italie"""	travel		Italië	Europa	Mezely-PerkinsA.-M.	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID354	1.0	Le Peuple	1903-01-09 00:00:00	"""conférence avec projections lumineuses"" ""Sujet: L'Italie"""	travel		Italië	Europa	Mezely-PerkinsA.-M.	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID4554	1.0	L'Indépendance Belge	1922-12-11 00:00:00	L'Art Grec	kunst		Griekenland	Europa	TitzLouis	Université populaire d'Etterbeek	Université populaire d'Etterbeek	Université populaire 	Brussel	1922-1924
EID461	1.0	Le Peuple	1903-02-14 00:00:00	"""conférence avec projections lumineuses"" ""Sujet: Sur les plus hauts sommets des Alpes"""	travel			Europa	LefébureCharles François Louis	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID487	2.0	Le Peuple	1903-02-21 00:00:00	"""conférence avec projections lumineuses"" ""Sujet: L'Italie"""	travel		Italië	Europa	Mezely-PerkinsA.-M.	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID4990	1.0	L'Indépendance Belge	1923-02-12 00:00:00	L'art arabe	kunst			Azië	TitzLouis	Université populaire d'Etterbeek	Université populaire d'Etterbeek	Université populaire d'Etterbeek	Brussel	1922-1924
EID5157	1.0	Le Soir	1923-02-26 00:00:00	"""L'art hindou"""	kunst			Azië	TitzLouis	Université populaire d'Etterbeek			Brussel	1922-1924
EID5255	1.0	Le Soir	1923-03-11 00:00:00	"""L'art chinois"""	kunst		China	Azië	TitzLouis	Université populaire d'Etterbeek		université populaire d'Etterbeek	Brussel	1922-1924
EID5366	1.0	Le Soir	1923-03-25 00:00:00	"""l'art japonais"""	kunst		Japan	Azië	TitzLouis	Université populaire d'Etterbeek			Brussel	1922-1924
EID576	1.0	Le Peuple	1903-03-15 00:00:00	"""conférence. Sujet: Etterbeek. Projections lumineuses"""	travel	Etterbeek	België	Europa	HaumanCharles	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID6108	1.0	Le Soir	1923-11-26 00:00:00	"""Florence"""	travel	Florence	Italië	Europa	PeetersAlbert	Université populaire d'Etterbeek		université populaire d'Etterbeek	Brussel	1922-1924
EID6208	1.0	Le Soir	1923-12-10 00:00:00	"""La Tchecosiovaquie pittoresque, économique et politique"""	travel		Tsjecho-Slowakije	Europa	FichefetJules	Université populaire d'Etterbeek			Brussel	1922-1924
EID886	2.0	Le Peuple	1903-10-23 00:00:00	"""conférence avec projections lumineuses"" ""Sujet: La Sicile"""	travel			Europa	LefébureCharles François Louis	Université populaire d'Etterbeek	Local	Pavillon belge	Brussel	1902-1904
EID1343	1.0	Le Soir	1904-03-12 00:00:00	"""conférence avec projections lumineuses"" """"Rome"""""	travel	Rome	Italië	Europa	RijmersHenri	Université populaire d'Ixelles		Ecole communale n°5	Brussel	1902-1904
EID1452	1.0	Le Soir	1904-04-16 00:00:00	"""conférence avec projections lumineuses"" """"l'Italie du Nord"""""	travel		Italië	Europa	DesmedtPierre	Université populaire d'Ixelles		Ecole communale n°5	Brussel	1902-1904
EID156	1.0	Le Soir	1902-05-22 00:00:00	"""conférence avec projections lumineuses"" """"Hautes cimes et hautes vallées des Alpes"""""	travel			Europa	LefébureCharles François Louis	Université populaire d'Ixelles	école n°4	Ecole n°4	Brussel	1902-1904
EID163	1.0	Le Soir	1902-05-26 00:00:00	"""conférence avec projections lumineuses"" """"La Belgique industrielle; l'industrie cotonnière"""""	maatschappelijk		België	Europa	Vandendriessche	Université populaire d'Ixelles	école n°4	Ecole n°4	Brussel	1902-1904
EID2294	1.0	Le Peuple	1914-03-16 00:00:00	La protection des sites en Belgique	maatschappelijk		België	Europa	Van der ElstFernand	Université populaire d'Ixelles	Université populaire d'Ixelles	Ecole Communale n°13	Brussel	1914-1918
EID2535	2.0	L'Indépendance Belge	1914-05-04 00:00:00	Villes d'art et sites de Normandie	travel	Normandië	Frankrijk	Europa	de CuvelierAdolphe Edouard Félix	Université populaire d'Ixelles	Université populaire d'Ixelles	Ecole Communale n°13	Brussel	1914-1918
EID3389	1.0	Le Peuple	1922-01-11 00:00:00	Les Châteaux des bords de la Loire en Touraine	travel	Touraine	Frankrijk	Europa	DuportailLouis	Université populaire d'Ixelles	"""à l'école n°13, place de la Petite-Suisse, 4"""	Ecole Communale n°13	Brussel	1922-1924
EID3414	1.0	Le Peuple	1922-01-16 00:00:00	Voies de communication au Congo	maatschappelijk		Congo	Afrika	Van Leeuw	Université populaire d'Ixelles		Université populaire	Brussel	1922-1924
EID3434	1.0	Le Peuple	1922-01-23 00:00:00	L'Industrie au Congo	maatschappelijk		Congo	Afrika	Cayen	Université populaire d'Ixelles		Université populaire	Brussel	1922-1924
EID3454	1.0	Le Peuple	1922-01-25 00:00:00	La question irlandaise	maatschappelijk		Ierland	Europa	JacquemynsG.	Université populaire d'Ixelles		Université populaire	Brussel	1922-1924
EID3485	1.0	L'Indépendance Belge	1922-02-01 00:00:00	Socrate et les croyances chez les Grecs	geschiedenis		Griekenland	Europa	SchoerenErnest	Université populaire d'Ixelles	Ecole communale n°13	Ecole communale n°13	Brussel	1922-1924
EID3589	1.0	Le Peuple	1922-02-15 00:00:00	Le rôle de l'Angletere pendant la guerre	maatschappelijk		Engeland	Europa	de LevalCharles Gaston	Université populaire d'Ixelles		Université populaire	Brussel	1922-1924
EID3852	2.0	Le Peuple	1922-03-22 00:00:00	Deux mois en Corse	travel		Corsica	Europa	RijmersHenri	Université populaire d'Ixelles		Ecole Communale n°13	Brussel	1922-1924
EID4186	1.0	Le Peuple	1922-10-09 00:00:00	Le Congo belge	travel		Congo	Afrika	RodigasEdgar Joseph Eugène Alvarez Émile	Université populaire d'Ixelles		Ecole primaire supérieure	Brussel	1922-1924
EID4218	1.0	Le Peuple	1922-10-16 00:00:00	Le Congo Belge. Progrès réalisés dans divers domaines	maatschappelijk		Congo	Afrika	RodigasEdgar Joseph Eugène Alvarez Émile	Université populaire d'Ixelles	Ecole primaire supérieure	Ecole primaire supérieure	Brussel	1922-1924
EID4240	2.0	Le Peuple	1922-10-23 00:00:00	Le Katanga et ses exploitations	maatschappelijk		Katanga	Afrika	RodigasEdgar Joseph Eugène Alvarez Émile	Université populaire d'Ixelles	Ecole primaire supérieure	Ecole primaire supérieure	Brussel	1922-1924
EID4276	1.0	Le Soir	1922-10-30 00:00:00	"""Nos nouvelles provinces coloniales: L'Urundi et le Ruanda. (Projections lumineuses)"""	travel		Rwanda, Urundi	Afrika	RodigasEdgar Joseph Eugène Alvarez Émile	Université populaire d'Ixelles	local  ecole primaire supérieure (place de Londres)	Ecole primaire supérieure	Brussel	1922-1924
EID4927	1.0	Le Peuple	1923-02-05 00:00:00	La corse pittoresque	travel		Corsica	Europa	MontoisyGeorges	Université populaire d'Ixelles	Local: Ecole primaire supérieure	Ecole primaire supérieure	Brussel	1922-1924
EID4935	1.0	Le Peuple	1923-02-07 00:00:00	La questoin du Héron	maatschappelijk			Europa	BlanjeanGustave	Université populaire d'Ixelles	Ecole communale n. 13	Ecole Communale n°13	Brussel	1922-1924
EID5247	2.0	Le Soir	1923-03-11 00:00:00	"""La maladie du sommeil"""	maatschappelijk		Congo	Afrika	De Valkeneer	Université populaire d'Ixelles		Ecole primaire supérieure	Brussel	1922-1924
EID5765	1.0	Le Soir	1923-10-07 00:00:00	"""Venise, reine de l'Adriatique"""	travel	Venetië	Italië	Europa	PeetersAlbert	Université populaire d'Ixelles		Ecole primaire supérieure	Brussel	1922-1924
EID5896	2.0	Le Soir	1923-10-28 00:00:00	"""Le Congo vu par un médecin"""	travel		Congo	Afrika	De Valkeneer	Université populaire d'Ixelles		Ecole Communale n°13	Brussel	1922-1924
EID5897	1.0	Le Peuple	1923-10-29 00:00:00	Le Congo vu par un médecin	maatschappelijk		Congo	Afrika	De Valkeneer	Université populaire d'Ixelles		Ecole primaire supérieure	Brussel	1922-1924
EID6229	1.0	Le Soir	1923-12-10 00:00:00	"""Aperçu sure les provinces de l'Equateur et du Congo-Kasai"""	travel		Congo	Afrika	RodigasEdgar Joseph Eugène Alvarez Émile	Université populaire d'Ixelles		Ecole Communale n°13	Brussel	1922-1924
EID6436	1.0	Le Peuple	1924-01-21 00:00:00	La Tchécoslovaquie pittoresque, économique et politique	travel		Tjecho-Slowakije	Europa	FichefetJules	Université populaire d'Ixelles		Université populaire	Brussel	1922-1924
EID6657	1.0	Le Peuple	1924-02-18 00:00:00	Visite de Naples et Pompei. Le fascisme	maatschappelijk		Italië	Europa	Schoeren	Université populaire d'Ixelles		Ecole primaire supérieure	Brussel	1922-1924
EID6756	1.0	Le Peuple	1924-03-01 00:00:00	Impressions de voyage en Autriche-Hongrie et aux Marches des Balkans	travel		Oostenrijk-Hongarije, Balkan	Europa	LeurquinRobert	Université populaire d'Ixelles		Université populaire	Brussel	1922-1924
EID7217	1.0	Le Peuple	1924-10-06 00:00:00	Le milieu familial et social chez nos populations du Congo belge	maatschappelijk		Congo	Afrika	De Valkeneer	Université populaire d'Ixelles	Ecole primaire supérieure	Ecole primaire supérieure	Brussel	1922-1924
EID7444	1.0	Le Peuple	1924-11-17 00:00:00	Oxford cerveau de l'Angleterre	travel	Oxford	Engeland	Europa	Schepers	Université populaire d'Ixelles		Université populaire	Brussel	1922-1924
EID7489	1.0	Le Peuple	1924-11-24 00:00:00	Les frères Hubert et Jean Van Eyck et le polyptique de l'Agneau mystique	kunst			Europa	DuportailLouis	Université populaire d'Ixelles		Université populaire	Brussel	1922-1924
EID784	1.0	Le Soir	1903-06-15 00:00:00	"""Voyage en Espagne, villes, pays, courses de taureaux, etc"""	travel		Spanje	Europa	DemeuseEmiel	Université populaire du quartier de la rue Haute		Salle populaire	Brussel	1902-1904
EID833	3.0	Le Peuple	1903-08-02 00:00:00	"""une conférence avec projections lumineuses. Sujet: Folie, crime et paupérisme dans la Ville-Lumière"""	maatschappelijk			Europa	LegrainPaul Maurice	Université populaire du quartier de la rue Haute	Université populaire du quartier de la rue Haute	Salle populaire	Brussel	1902-1904
EID936	1.0	Le Soir 	1903-11-16 00:00:00	"""""Les bords du Rhin."" Projections lumineuses"""	travel			Europa	MahyAug.	Université populaire du quartier de la rue Haute		Salle populaire	Brussel	1902-1904
EID1015	1.0	Le Peuple	1903-12-14 00:00:00	"""conférence"" ""Sujet: La Corse (sa nature ses moeurs). Projections lumineuses"""	travel		Corsica	Europa	BulsCharles Gommaire François	Université populaire d'Uccle	Local: Maison communale	Maison Communale 	Brussel	1902-1904
EID1044	2.0	Le Peuple	1903-12-21 00:00:00	"""conférence"" ""Les Etats fédérés malais en 1903. (Projections lumineuses)."""	maatschappelijk		Maleisië	Azië	ColletOctave	Université populaire d'Uccle	Local: Maison communale	Maison Communale 	Brussel	1902-1904
EID1097	2.0	Le Peuple	1904-01-11 00:00:00	"""conférence"" ""Sujet: De Berne à Zermatt (projections lumineuses)"""	travel	Bern, Zermatt	Zwitserland	Europa	Millet (Journaux)Louise Stéphanie	Université populaire d'Uccle	Local: Maison communale	Maison Communale 	Brussel	1902-1904
EID1264	1.0	Le Soir	1904-02-21 00:00:00	"""conférence avec projections lumineuses"" """"L'art hindou"""""	kunst			Azië	CombazGisbert Corneel Henri Paul	Université populaire d'Uccle	Maison Communale	Maison Communale 	Brussel	1902-1904
EID1378	1.0	Le Peuple	1904-03-21 00:00:00	"""En Birmanie. (Projections lumineuses)"""	travel		Birma	Azië	PhilippsonMaurice Richard Manuel	Université populaire d'Uccle	Local: Maison communale	Maison Communale 	Brussel	1902-1904
EID1736	2.0	Le Peuple	1904-12-05 00:00:00	"""conférence"" ""l'art chinois avec projections lumineuses"""	kunst		China	Azië	CombazGisbert Corneel Henri Paul	Université populaire d'Uccle	Local: Maison communale	Maison Communale 	Brussel	1902-1904
EID1858	1.0	Le Peuple	1914-01-05 00:00:00	La Résurrection de la Grand Place de Bruxelles	maatschappelijk		België	Europa	DuportailLouis	Université populaire d'Uccle	maison communale	Maison Communale 	Brussel	1914-1918
EID2025	1.0	Le Peuple	1914-02-03 00:00:00	Livingstone	geschiedenis			Afrika	AnetH. 	Université populaire d'Uccle	maison communale	Maison Communale 	Brussel	1914-1918
EID2225	1.0	Le Peuple	1914-03-03 00:00:00	La Bulgarie pendant la guerre	maatschappelijk		Bulgarije	Europa	Delstanché	Université populaire d'Uccle	maison communale	Maison Communale 	Brussel	1914-1918
EID266	1.0	Le Peuple	1902-11-24 00:00:00	"""conférence accompagnée de projections lumineuses"" ""Sujet: La Sicile ancienne et moderne"""	travel		Sicilië	Europa	BulsCharles Gommaire François	Université populaire d'Uccle	Local: Maison communale, la grande salle communale	Maison Communale 	Brussel	1902-1904
EID3489	2.0	Le Peuple	1922-02-02 00:00:00	De Nieuport à Bousinghe	travel	Nieuwpoort, Boezinge	België, Nederland	Europa	CorvilainMarcel Félicien Désiré Marie Ghislain	Université populaire d'Uccle	Maison Communale	Maison Communale 	Brussel	1922-1924
EID3530	1.0	Le Peuple	1922-02-09 00:00:00	La question irlandaise	maatschappelijk		Ierland	Europa	JacquemynsG.	Université populaire d'Uccle		Université populaire	Brussel	1922-1924
EID3605	1.0	Le Peuple	1922-02-16 00:00:00	L'attaque de Zeebrugge le jour de Saint-Georges	maatschappelijk		België	Europa	StinglhamberG	Université populaire d'Uccle		Université populaire	Brussel	1922-1924
EID4019	3.0	Le Peuple	1922-05-02 00:00:00	Impressions d'Amérique, la Bolivie	travel		Bolivia	Amerika	FicherJules 	Université populaire d'Uccle	Maison Communale	Maison Communale 	Brussel	1922-1924
EID4258	2.0	Le Peuple	1922-10-12 00:00:00	Huit jours à Paris	travel	Parijs	Frankrijk	Europa	VienneJules	Université populaire d'Uccle	maison communale	Maison Communale 	Brussel	1922-1924
EID4462	2.0	Le Peuple	1922-11-29 00:00:00	Impressions d'Amérique: La Bolivie	travel		Bolivia	Amerika	FicherJules 	Université populaire d'Uccle	maison communale	Maison Communale 	Brussel	1922-1924
EID4580	3.0	Le Peuple	1922-12-14 00:00:00	La Tchéco-Slovaquie pittoresque, économique et politique	travel		Tjecho-Slowakije	Europa	FichefetJules	Université populaire d'Uccle	maison communale	Maison Communale 	Brussel	1922-1924
EID4751	1.0	Le Peuple	1923-01-18 00:00:00	L'art et les traditions populaires tchécoslovaques	kunst		Tsjecho-Slowakije	Europa	FichefetJules	Université populaire d'Uccle	maison communale	Maison Communale 	Brussel	1922-1924
EID4892	1.0	Le Peuple	1923-02-01 00:00:00	Le Hérou	travel	Luxemburg	België	Europa	BlanjeanGustave	Université populaire d'Uccle	maison communale	Maison Communale 	Brussel	1922-1924
EID490	1.0	Le Peuple	1903-02-23 00:00:00	"""Sujet: Un voyage à Jérusalem, avec projections lumineuses"""	travel	Jerusalem	Palestina	Azië	GheudeCharles	Université populaire d'Uccle	Local: Maison communale	Maison Communale 	Brussel	1902-1904
EID492	1.0	Le Soir	1903-02-23 00:00:00	"""Un voyage à Jérusalem"""	travel	Jerusalem	Palestina	Azië	GheudeCharles	Université populaire d'Uccle	Maison Communale	Maison Communale 	Brussel	1902-1904
